OR,Oregon,44.572021,-122.070938,3831074,4217737,49792,17551,0.012091109,0.012435698,0.011989146,0.012812066,0.011182368,0.011517722,0.010185992,0.012833719,0.01139069,0.011566224,0.011987857,0.012734612,0.010054988,0.012519978,0.011320914,0.013513869,0.011587883,0.012033725,0.011030985,0.013572356,0.056686767,0.075688329,0.051173627,0.065787339,0.055553466,0.07182778,0.055957084,0.082536178,0.056124219,0.071647757,0.053196123,0.070438508,0.044476227,0.062764107,0.044929619,0.062235467,0.050493331,0.066561566,0.055481016,0.079311584,0.096285503,0.143400028,0.087651965,0.124765166,0.096459189,0.140650193,0.099188417,0.157812177,0.096957181,0.140517919,0.091785302,0.136533264,0.082889897,0.125978485,0.07717797,0.11495106,0.083148081,0.123499472,0.096879683,0.151999177,0.127721015,0.205012862,0.116163317,0.178083319,0.127866988,0.203597517,0.129028965,0.216950607,0.127300836,0.201484424,0.122983493,0.195846542,0.114723171,0.186244703,0.104466004,0.163812025,0.106867441,0.171663698,0.127413481,0.213076821,0.15315671,0.260195437,0.140407346,0.228869836,0.153093073,0.260895931,0.153856466,0.271987608,0.151950619,0.256349521,0.149621406,0.251027315,0.140878026,0.241124312,0.128616659,0.210906965,0.128132614,0.217674906,0.152602883,0.267947685,0.174454996,0.310441391,0.160741484,0.27529014,0.173382212,0.310334015,0.174561894,0.320923425,0.172533205,0.306594471,0.172568385,0.303329899,0.162568045,0.291668322,0.150288573,0.256172689,0.148009225,0.262773633,0.173550719,0.317762093,0.249255222,0.516793123,0.234482448,0.472717063,0.243686168,0.509701271,0.244931274,0.517786644,0.247079534,0.516381326,0.248004401,0.518381605,0.238068054,0.495230769,0.228054145,0.457056226,0.223588198,0.458679935,0.243958092,0.516235366,0.79330231,0.705030128,0.605629394,0.540564668,0.496962534,0.319843269,0.239695511,0.181991238,0.148025875,0.124398979
CO,Colorado,39.059811,-105.311104,5029196,5758736,52622,19104,0.009833499,0.009553361,0.010066649,0.009924333,0.010453588,0.010554782,0.00969236,0.012249472,0.010181508,0.010066099,0.010336105,0.010132367,0.010177457,0.010741737,0.009949178,0.010253151,0.010506189,0.010474593,0.0099887,0.011479209,0.053451804,0.067818794,0.044996136,0.053045562,0.054392814,0.068167094,0.054832817,0.078903686,0.053597445,0.06489324,0.049862469,0.06207728,0.043931729,0.055844512,0.041008375,0.049903715,0.048050801,0.059566743,0.053734297,0.073199345,0.094545674,0.13431875,0.079025875,0.104233865,0.09519748,0.133839874,0.099264197,0.152827084,0.094770497,0.132018355,0.087852177,0.122869432,0.082785261,0.114530801,0.072869269,0.097156163,0.080091855,0.113296856,0.094936533,0.141422484,0.126550281,0.194698596,0.107422537,0.152319052,0.12860964,0.197440431,0.130467245,0.211944995,0.12695189,0.193346696,0.119130292,0.179826214,0.11542367,0.173018598,0.100222046,0.141908096,0.103046069,0.156359386,0.127831611,0.203109292,0.153721261,0.250999749,0.133177543,0.201183404,0.154479101,0.252528757,0.156176381,0.264443765,0.152737748,0.247568072,0.146705758,0.233699513,0.142773636,0.226924927,0.124477767,0.185627814,0.124458913,0.19969903,0.153385187,0.256838749,0.176257926,0.302273229,0.155711366,0.247617263,0.175091472,0.299579041,0.177054974,0.310720655,0.17546697,0.299313116,0.171731047,0.287843915,0.165427255,0.276797847,0.146410165,0.228395083,0.14581855,0.244866367,0.17548153,0.306995292,0.255004745,0.506260527,0.235605717,0.445082686,0.248373906,0.489350608,0.251155589,0.504364359,0.253772526,0.503483411,0.253151016,0.501736162,0.24295501,0.474886362,0.23097552,0.430585555,0.226131822,0.438100425,0.249685724,0.499280387,0.776826541,0.687025551,0.57753564,0.518623686,0.463280208,0.331119303,0.25215881,0.187194545,0.153873352,0.128564083
SC,South Carolina,33.856892,-80.945007,4625364,5148714,36796,4394,0.009278013,0.009426562,0.005960618,0.00553094,0.00802091,0.007629046,0.007454263,0.009765301,0.008256554,0.008097863,0.007750048,0.007555064,0.005463661,0.005644332,0.006029842,0.006113805,0.006657691,0.006703502,0.008377393,0.009922623,0.051660393,0.065685235,0.033656712,0.038487376,0.048092479,0.059292768,0.051731104,0.07206993,0.048013285,0.058421016,0.042646882,0.052972449,0.032206377,0.038503643,0.030137908,0.034202777,0.035763341,0.043531078,0.049363892,0.065089998,0.092047999,0.130906608,0.06567187,0.08432834,0.09046173,0.126516767,0.096729201,0.142999407,0.092164322,0.129122441,0.080494091,0.110341394,0.072837578,0.099263468,0.059109071,0.074264305,0.063307885,0.085948954,0.090285421,0.130208418,0.127101372,0.196114944,0.094810651,0.13340344,0.123539649,0.188777931,0.130240688,0.206602512,0.127885031,0.195379471,0.113618936,0.169500565,0.107093612,0.157813898,0.086194327,0.116933828,0.085416297,0.124373085,0.12524982,0.19540935,0.155403381,0.25205479,0.120538206,0.179938683,0.152163061,0.247204984,0.156470797,0.259429045,0.156538383,0.255432353,0.143249302,0.225628703,0.135912885,0.215284316,0.11228689,0.163172244,0.107070828,0.164601392,0.152924954,0.251359547,0.178755914,0.305701393,0.144993945,0.228940451,0.174021424,0.29608825,0.176176037,0.303578398,0.179549039,0.306841631,0.172025715,0.28675601,0.16097231,0.267314735,0.136428838,0.208661006,0.130315586,0.212051296,0.176484999,0.304168097,0.258822516,0.507855571,0.231257839,0.429187748,0.252014256,0.494305024,0.253051533,0.495192756,0.257654008,0.508781884,0.256339839,0.501144542,0.243923867,0.470475182,0.230641509,0.427425844,0.2145961,0.403697262,0.253006781,0.497791,0.763144588,0.673998379,0.566943396,0.486369297,0.426212255,0.333459074,0.2499844,0.185823909,0.143611395,0.118792153
NV,Nevada,38.313515,-117.055374,2700551,3080156,43649,6866,0.00824261,0.008257155,0.006276548,0.005833071,0.009138075,0.009506515,0.007333094,0.009066439,0.008281692,0.008103876,0.007276791,0.00720724,0.00665266,0.007106052,0.007037325,0.007038903,0.006323754,0.006199007,0.007650254,0.009017077,0.04953943,0.063347687,0.033475546,0.038431016,0.046558991,0.057719368,0.046542143,0.068638504,0.046214729,0.058012967,0.03873523,0.047462302,0.033057366,0.040797722,0.032502128,0.037481587,0.034678599,0.042653228,0.044767582,0.062925047,0.086845485,0.124966284,0.065131016,0.083868682,0.085522461,0.121166061,0.090178178,0.140890149,0.088266228,0.12651487,0.074513017,0.103543766,0.072918907,0.10256534,0.06072341,0.077377168,0.061426014,0.086624771,0.084603507,0.128227332,0.119197014,0.187181065,0.092290014,0.128539453,0.119205396,0.185164162,0.119999223,0.196749903,0.120340039,0.189382405,0.105339377,0.15701695,0.1052148,0.159821303,0.087082279,0.119479289,0.084432462,0.128506181,0.116307716,0.18659375,0.146104517,0.244049346,0.115846387,0.17111925,0.146051541,0.242252075,0.145269651,0.248024497,0.147144842,0.248380241,0.133374345,0.211340166,0.132038946,0.213520275,0.110688718,0.161587613,0.106106248,0.17064029,0.142778031,0.240628301,0.169271493,0.297111005,0.13673752,0.214402775,0.167106707,0.289697782,0.166195028,0.294114219,0.168901633,0.299467135,0.160328896,0.269728711,0.154918911,0.262883213,0.132966938,0.204755432,0.126641813,0.212561833,0.164636572,0.288752048,0.244909244,0.4911551,0.217792919,0.410178346,0.23997097,0.481442447,0.240815584,0.488209457,0.245376958,0.49860759,0.242366657,0.482842879,0.233686784,0.46418719,0.217051252,0.401787226,0.206648655,0.398375941,0.240309867,0.487307046,0.75256088,0.649224898,0.559837849,0.472727023,0.407903464,0.320182287,0.236481702,0.175088909,0.139752383,0.116539718
UT,Utah,40.150032,-111.862434,2763885,3205958,44204,6119,0.010869475,0.010931881,0.009527176,0.010511531,0.011139204,0.01144785,0.009807788,0.012222173,0.010413957,0.010368939,0.009425555,0.00979374,0.007046638,0.007738248,0.007465321,0.007349544,0.008213248,0.00842194,0.009833806,0.011496253,0.051926147,0.065901919,0.042936661,0.053214513,0.053247275,0.068108784,0.051394843,0.073930156,0.047788281,0.059337063,0.047480932,0.061064916,0.034197818,0.044226903,0.036612595,0.045096233,0.041171483,0.052191164,0.052332031,0.073284613,0.088740615,0.127839002,0.076424645,0.10429601,0.09221896,0.132285468,0.093461283,0.145041387,0.086960847,0.123243447,0.085682297,0.124302392,0.071866347,0.100408042,0.067668675,0.090695542,0.072295439,0.103435093,0.091740794,0.140312708,0.118472592,0.183983135,0.105035839,0.155056091,0.124148726,0.194735985,0.122675743,0.200370465,0.117751358,0.181996992,0.116982066,0.180772371,0.103131626,0.155686236,0.094272386,0.136181488,0.096435628,0.148804526,0.121976166,0.198192755,0.145286844,0.240812381,0.129207532,0.202652223,0.148829129,0.247280094,0.147139986,0.252077132,0.143512406,0.235862852,0.143786125,0.235347624,0.129599161,0.210127726,0.117230682,0.17936246,0.118356384,0.192265054,0.145659985,0.246897542,0.166842376,0.289648888,0.150319581,0.247672855,0.169169607,0.293277847,0.167819793,0.298635741,0.165131156,0.284986842,0.169294358,0.291738456,0.151658367,0.25801012,0.138105442,0.220868019,0.138238193,0.234102478,0.166762528,0.295586234,0.247443622,0.500729972,0.228864568,0.444024959,0.241197418,0.487065658,0.242157221,0.491644967,0.245420769,0.497233317,0.247204644,0.499959545,0.232957785,0.462513318,0.221097618,0.422096314,0.21750435,0.424928331,0.241649076,0.491552956,0.774017221,0.689116058,0.567428112,0.498132307,0.429127425,0.324965645,0.24284504,0.177138904,0.144745921,0.115573201
NJ,New Jersey,40.298904,-74.521011,8791894,8882190,56472,10779,0.011357639,0.011120579,0.009073597,0.008534621,0.009327596,0.008603739,0.009715286,0.011683221,0.010733523,0.010374789,0.010048215,0.009767829,0.008523195,0.008667922,0.009718864,0.009480776,0.008894725,0.008711706,0.008718676,0.009719713,0.066805722,0.083380505,0.045719166,0.051508934,0.05724747,0.066595014,0.056844176,0.075977769,0.058055059,0.067275408,0.050676954,0.060340584,0.043536582,0.051584528,0.04446648,0.051126019,0.044887398,0.053303613,0.056058316,0.071537745,0.115159103,0.161268587,0.084297139,0.105643935,0.105239385,0.137786021,0.109638848,0.157915917,0.11026145,0.147067666,0.09419757,0.125570678,0.09206921,0.120548472,0.081153676,0.10207397,0.07699054,0.10240373,0.104485221,0.143485546,0.152637976,0.230179078,0.117449492,0.158084813,0.144468335,0.20789275,0.148931431,0.229899273,0.150663349,0.221879736,0.131131158,0.187509488,0.133046961,0.190613729,0.11240109,0.150465879,0.102077811,0.145542661,0.14454149,0.21362832,0.183852073,0.293323069,0.147175333,0.211585902,0.176846764,0.273768392,0.179050449,0.287876813,0.181984935,0.285783102,0.164641377,0.248161075,0.165062862,0.251857626,0.140123702,0.198473186,0.126011256,0.188865028,0.17547842,0.275245294,0.208263638,0.346147498,0.172823428,0.261740473,0.199935201,0.324094013,0.20209709,0.336121693,0.20687759,0.339546371,0.195041043,0.309265493,0.190561993,0.30507562,0.166181386,0.248314422,0.150153481,0.234112631,0.199511918,0.327963872,0.288372841,0.544965297,0.262314209,0.47136447,0.280220261,0.524389011,0.281854031,0.531089197,0.285777059,0.537302558,0.285861557,0.539536223,0.274507802,0.509422504,0.262701715,0.471448513,0.241874498,0.435672669,0.281108137,0.530318408,0.794620324,0.691533483,0.603144028,0.524446444,0.473921548,0.362952835,0.273492744,0.20535189,0.164646279,0.138080704
AR,Arkansas,34.969704,-92.373123,2915918,3017825,36196,2830,0.010666695,0.011173614,0.009727691,0.00976553,0.010626459,0.010737874,0.009339336,0.012633729,0.010351046,0.009813841,0.008849226,0.009137907,0.006179649,0.005898356,0.009377616,0.009452776,0.007729243,0.007149302,0.009829823,0.011659734,0.056439739,0.071076647,0.045328361,0.05115572,0.057840153,0.068268025,0.057003939,0.076585792,0.054946624,0.063063195,0.049212521,0.057613128,0.036575158,0.042468352,0.041755845,0.046673155,0.041732808,0.047915724,0.057285487,0.072364375,0.100590268,0.139319425,0.082808537,0.104461078,0.101897775,0.136157871,0.105529231,0.152928996,0.096911155,0.12674591,0.091446253,0.120237759,0.078088559,0.100178702,0.074949323,0.093165469,0.073824041,0.095899131,0.102547129,0.143509939,0.135393819,0.201203023,0.113981573,0.154852188,0.136843078,0.2003114,0.136876592,0.209355658,0.133736909,0.191236038,0.126932387,0.178893796,0.1145699,0.161062003,0.10600848,0.139671235,0.097409889,0.135479185,0.136140552,0.203039175,0.161896742,0.253395831,0.141143898,0.204488244,0.163660989,0.253225428,0.165294308,0.263426026,0.161156415,0.244497237,0.156747798,0.236010893,0.146544458,0.22084287,0.131840772,0.18431556,0.121918073,0.179532248,0.162877352,0.255779951,0.184678918,0.303372463,0.164529477,0.250565785,0.185980002,0.302195371,0.18669792,0.307500545,0.18481931,0.293854463,0.182429426,0.287012265,0.170729632,0.268935141,0.15460169,0.226195555,0.144845346,0.221873032,0.188304354,0.308227547,0.269759127,0.502706596,0.251095315,0.450337134,0.266998416,0.498204887,0.267839723,0.50474769,0.26820024,0.495185279,0.270906892,0.504821455,0.258611005,0.474178249,0.244372813,0.432564726,0.232431452,0.410793071,0.268865218,0.507162391,0.772263505,0.680286025,0.585603448,0.497848925,0.465144743,0.353156431,0.270118112,0.201733356,0.156333838,0.137093154
NC,North Carolina,35.630066,-79.806419,9535483,10488084,44096,15080,0.009888698,0.009758762,0.009508012,0.009360198,0.009793416,0.009827617,0.009607813,0.012152835,0.009774437,0.009665555,0.009994825,0.00995207,0.007714881,0.00828295,0.008192235,0.008211571,0.0092304,0.009133041,0.010444621,0.012112776,0.053695503,0.067485686,0.044083948,0.051444234,0.053675654,0.066133613,0.054470306,0.078548096,0.051586373,0.061953039,0.050767727,0.062596644,0.040631107,0.049551471,0.037588916,0.044753934,0.045762276,0.057128096,0.05407461,0.073277743,0.094723907,0.133997658,0.079821829,0.104185733,0.095090084,0.131185785,0.098233135,0.149702284,0.093953549,0.129503986,0.090021624,0.124597669,0.081459893,0.11077296,0.069847447,0.090791474,0.077981082,0.1080179,0.096214412,0.142749883,0.127827599,0.1947105,0.109751894,0.154552376,0.127792752,0.193031835,0.129927228,0.208877086,0.127009933,0.191745114,0.123198446,0.185133782,0.114557979,0.170130874,0.098301855,0.136013622,0.103074282,0.155297675,0.128930875,0.203407112,0.155450935,0.251918067,0.135256754,0.202523182,0.154388736,0.24753579,0.155959931,0.262234398,0.154100564,0.249471355,0.151070555,0.239746703,0.1424791,0.225122364,0.12369395,0.179988324,0.125802817,0.199443597,0.155015296,0.257157937,0.177817841,0.300677574,0.157397659,0.248645376,0.17527979,0.293935603,0.177318356,0.308860135,0.176521229,0.300321205,0.176683239,0.294015723,0.165266456,0.274342184,0.146030462,0.222313955,0.14860992,0.247604008,0.176523664,0.304746986,0.25769905,0.505717776,0.237329572,0.444354754,0.249931262,0.489315641,0.252067624,0.501233051,0.256201644,0.506305379,0.255878518,0.503760135,0.244854877,0.475139494,0.230774911,0.420980736,0.231438392,0.447371097,0.252281062,0.502663403,0.782459262,0.689547802,0.584245679,0.517344365,0.451033233,0.335430319,0.253941339,0.188042569,0.151176994,0.124654819
PA,Pennsylvania,40.590752,-77.209755,12702379,12801989,50418,19387,0.011796433,0.011696359,0.01005946,0.01014439,0.011178332,0.011173229,0.01019246,0.012757322,0.012578912,0.012398113,0.011930716,0.011819951,0.009698524,0.010669586,0.010351065,0.011096212,0.011040601,0.011134902,0.01038039,0.011764237,0.063144596,0.080785064,0.048522373,0.058998901,0.060050756,0.073501658,0.057932859,0.080375125,0.060229784,0.072213672,0.056739504,0.070788988,0.045295684,0.057983598,0.045513585,0.056272722,0.050911106,0.063778213,0.058258031,0.076759503,0.107291193,0.153517746,0.087578737,0.118017601,0.105015624,0.145606124,0.108468984,0.162171046,0.107248944,0.147977607,0.099922773,0.139267295,0.090198458,0.126319656,0.08160197,0.11010791,0.085047543,0.119162385,0.104405714,0.150502666,0.143587401,0.22120672,0.119777216,0.173800978,0.140927995,0.212965484,0.143285507,0.227481952,0.143110392,0.216620205,0.135007765,0.202034491,0.127155851,0.19349262,0.112652433,0.161606595,0.110758473,0.165943187,0.140237086,0.217447278,0.17132334,0.27862627,0.147754224,0.227035356,0.169348068,0.274001412,0.171271009,0.284460611,0.17142835,0.276003114,0.165332265,0.261587958,0.156502024,0.251958933,0.139804647,0.210705905,0.135148457,0.213557727,0.168990847,0.277622622,0.195773708,0.33330198,0.171787525,0.276647872,0.191432524,0.323801237,0.194118279,0.33504446,0.195049528,0.331435651,0.192357991,0.319920482,0.180758927,0.304334598,0.164356302,0.258938885,0.157685528,0.258695974,0.19218178,0.329079515,0.275143506,0.53693553,0.2565779,0.487502197,0.2678724,0.523988129,0.269756688,0.533993475,0.273960387,0.537047264,0.275071168,0.539753472,0.262353998,0.508840289,0.252957955,0.474918183,0.243891734,0.464579111,0.268822416,0.530796871,0.806054331,0.711161392,0.606123379,0.541366999,0.486183306,0.35033856,0.264504507,0.196961785,0.159425421,0.131411768
WI,Wisconsin,44.268543,-89.616508,5686986,5822434,46859,9380,0.01168402,0.011633559,0.010344749,0.010486657,0.011405759,0.011061698,0.009707038,0.011693398,0.010063481,0.009595864,0.011554684,0.011373105,0.009370808,0.010920821,0.009317673,0.009968916,0.010639168,0.010459751,0.009936131,0.011141711,0.060109723,0.074526126,0.050290535,0.060022094,0.060031634,0.072398796,0.05601572,0.075592858,0.05738083,0.066977719,0.055311805,0.068635531,0.047847222,0.061299182,0.042401275,0.051726542,0.051356408,0.062469487,0.056344045,0.071970031,0.104140687,0.144443685,0.090526078,0.118493824,0.104526424,0.141602467,0.105831229,0.155783689,0.103439147,0.13801431,0.098812129,0.13705775,0.092338862,0.127702233,0.079839271,0.105217644,0.085959165,0.118387307,0.101890857,0.143140462,0.139168985,0.207812838,0.123121841,0.173704679,0.140501112,0.208056467,0.140191405,0.220390093,0.138035224,0.200961937,0.135052026,0.201051955,0.129962095,0.193825202,0.110345262,0.15304059,0.112031831,0.165860966,0.138489925,0.210354649,0.166930759,0.262681199,0.151453648,0.227313043,0.16836256,0.266567911,0.168072157,0.274707095,0.165901401,0.258523726,0.165376283,0.259731204,0.158783784,0.250017108,0.137948535,0.201116971,0.136521806,0.212265807,0.166716449,0.267574038,0.190295615,0.313190798,0.174276372,0.275135721,0.190924325,0.315610075,0.191085399,0.323188377,0.18947338,0.309995813,0.191276597,0.313858123,0.182304994,0.300004327,0.16230708,0.247944545,0.159290856,0.25782235,0.190142945,0.318798901,0.273911313,0.519643874,0.258242483,0.481314387,0.269202128,0.516310445,0.271168478,0.527435539,0.273951254,0.524100563,0.275248628,0.529880696,0.265412667,0.507552001,0.253431692,0.461780559,0.246834656,0.4612138,0.270016107,0.525742054,0.804521663,0.703721812,0.599983312,0.539630248,0.480456225,0.354617398,0.265596811,0.197812271,0.159711538,0.129481204
LA,Louisiana,31.169546,-91.867805,4533372,4648794,44293,7667,0.012607162,0.012571227,0.009303478,0.00898848,0.00957665,0.009161467,0.009524302,0.011188562,0.009220285,0.00922453,0.009038172,0.008881031,0.007435734,0.007783073,0.009691171,0.010097865,0.007861986,0.008170497,0.009139797,0.010103385,0.056969271,0.074516765,0.042637641,0.050171844,0.053194204,0.067579709,0.053724838,0.075376772,0.050504162,0.061890705,0.046737861,0.058281995,0.036169389,0.04632829,0.04149398,0.051381106,0.039514676,0.048533498,0.052974672,0.07082283,0.098370095,0.146486973,0.077892743,0.104535613,0.09249411,0.132365093,0.098118751,0.151512047,0.091957629,0.130992174,0.082556246,0.115816089,0.075993327,0.109655824,0.072054045,0.098857166,0.068984017,0.096063098,0.094160552,0.141187284,0.130449874,0.209891646,0.106496261,0.155037434,0.125732663,0.198168558,0.130099252,0.215304121,0.125326075,0.196636825,0.113847981,0.172165748,0.110464949,0.173348843,0.0988852,0.144267903,0.091946298,0.137060992,0.125915404,0.202948348,0.155920942,0.265306413,0.132461894,0.206626271,0.151992401,0.255722033,0.156100184,0.271695125,0.152321413,0.257043349,0.142098978,0.229048601,0.138801867,0.23277308,0.122807079,0.189801512,0.113084139,0.178811961,0.152270887,0.260653576,0.177314605,0.315480495,0.153808437,0.253494321,0.173655184,0.306860589,0.176662959,0.319183671,0.173343334,0.306839099,0.167062272,0.284302354,0.161709079,0.284000539,0.145918239,0.23702213,0.133576108,0.221191699,0.173533819,0.310587243,0.248746247,0.505121217,0.230545252,0.456803404,0.244222492,0.5036539,0.245005353,0.507036928,0.248184675,0.514394907,0.248567923,0.510848188,0.236819781,0.483418329,0.228539529,0.446885822,0.212639897,0.417937825,0.244434498,0.508478858,0.775245993,0.683594883,0.583880082,0.509792492,0.462597589,0.320115444,0.242032314,0.181040045,0.147924818,0.126473593
CT,Connecticut,41.597782,-72.755371,3574097,3565287,63747,5757,0.01179633,0.011403283,0.009824563,0.009447087,0.011964289,0.011047631,0.009585612,0.011976565,0.012011769,0.011532407,0.011219697,0.010855331,0.00925308,0.010809155,0.010803159,0.010628491,0.009674468,0.009510971,0.009801757,0.011030491,0.067465423,0.083452016,0.048082613,0.055538852,0.059848168,0.069188169,0.058160116,0.078377993,0.060393184,0.068779595,0.054527138,0.065055625,0.045304476,0.056909501,0.045300966,0.053068505,0.048317669,0.057463779,0.057441565,0.073579174,0.114285762,0.159170487,0.08703445,0.110261044,0.106264941,0.140220071,0.111523835,0.16116751,0.110107949,0.145325134,0.097773447,0.130131469,0.093344409,0.125555967,0.081607275,0.104008314,0.081962784,0.109739168,0.10577105,0.147075395,0.151282945,0.226426953,0.119101971,0.162277226,0.144477816,0.207503163,0.149568457,0.232083876,0.148166793,0.215174409,0.132922289,0.189924181,0.132290909,0.191697669,0.113009867,0.153702437,0.108216868,0.155475326,0.145027989,0.216900221,0.181799506,0.287439665,0.148277109,0.214415147,0.174699743,0.267953417,0.177219966,0.285351647,0.179099084,0.278379725,0.164853832,0.24786608,0.163662487,0.253077734,0.139981165,0.200665948,0.133073552,0.201968293,0.174063621,0.274536188,0.207162304,0.342895017,0.1736182,0.263188401,0.197653138,0.319682178,0.199171873,0.332375494,0.205219242,0.33648112,0.195037573,0.309117716,0.188869986,0.305911489,0.165696364,0.24805364,0.157090031,0.249144996,0.198552076,0.328308799,0.28718695,0.541592698,0.261940856,0.474458182,0.278077098,0.519356327,0.280022811,0.529945935,0.287301484,0.541030888,0.283455737,0.537483076,0.272908509,0.507579119,0.260724384,0.466795562,0.247166896,0.449264997,0.278086681,0.525175357,0.794357334,0.697314244,0.60243761,0.530932797,0.459484145,0.362400553,0.275632997,0.206908661,0.163862623,0.134840634
DC,Washington DC,38.897438,-77.026817,601723,705749,159227,6072,0.010198926,0.009951796,0.013552479,0.013729815,0.009919518,0.008930491,0.008579758,0.010659452,0.011246605,0.010885903,0.012974167,0.013440762,0.011986381,0.012947725,0.011247265,0.011362232,0.01202382,0.01225523,0.008892629,0.009869162,0.051724195,0.063266363,0.055097546,0.066632153,0.051858961,0.060393317,0.050954966,0.069749019,0.054171968,0.064322599,0.058137295,0.073433776,0.050916296,0.064097546,0.047104973,0.055837046,0.055149434,0.069684781,0.051894784,0.066838125,0.090987511,0.123723395,0.090754749,0.120849293,0.090950014,0.120749298,0.094954039,0.137407263,0.093475037,0.125032158,0.097051403,0.136535663,0.089061351,0.122759965,0.081222814,0.105955359,0.089687014,0.12678271,0.093324745,0.132695139,0.12298559,0.181100583,0.119671392,0.171429713,0.121929437,0.17617542,0.124770665,0.192738445,0.124515398,0.181319916,0.12618428,0.189542863,0.120861221,0.177975364,0.107280424,0.148926699,0.115522292,0.17601179,0.12443541,0.188318963,0.149757099,0.234831187,0.143921695,0.217118727,0.148261984,0.230458966,0.150394461,0.243408715,0.149907629,0.233538404,0.151174114,0.236849748,0.146112529,0.227575956,0.130958482,0.190149969,0.138668393,0.221901982,0.150380966,0.240628615,0.171419903,0.281888062,0.165722026,0.263443322,0.169186863,0.27451223,0.171653103,0.288331143,0.171273874,0.281587477,0.174174925,0.285375806,0.167832776,0.273366109,0.152217745,0.231273004,0.160380843,0.267241608,0.171323074,0.286187404,0.251700299,0.484129123,0.242203791,0.452088423,0.242488302,0.462771341,0.245115624,0.473097514,0.24799059,0.474713206,0.25021463,0.481350378,0.244325793,0.466139251,0.232654698,0.424086395,0.236838694,0.457042224,0.243594619,0.469778637,0.758057854,0.683652115,0.584930222,0.52638423,0.487393181,0.330075382,0.260172576,0.199464729,0.164330213,0.139509898
